Rep-id,Condition,Task,SOA,Time,Act-Red,Act-Green
13,congruent,word reading,10,32,0.7390594849834363,0.2886473335132511
13,congruent,word reading,10,33,0.7446077636015205,0.27812338610178106
13,congruent,word reading,10,34,0.7627629560012787,0.2674971656611614
13,congruent,word reading,10,35,0.7702713203381643,0.2603760315549495
13,congruent,word reading,10,36,0.7906196566905529,0.2399834491204299
13,congruent,word reading,10,37,0.802303731363744,0.23753386120489736
13,congruent,word reading,10,38,0.8026476804977154,0.2233752646365224
13,congruent,word reading,10,39,0.811148722428146,0.21642615939623658
13,congruent,word reading,10,40,0.8242012214235375,0.20567208448686153
13,congruent,word reading,10,41,0.8379058600867562,0.19541749370082448
13,congruent,word reading,10,42,0.8514396931929917,0.1818553088077054
13,congruent,word reading,10,43,0.8538724699224889,0.17078986694102313
13,congruent,word reading,10,44,0.8564416588609037,0.16402539871986332
13,congruent,word reading,10,45,0.8686697993195447,0.15380381180789338
13,congruent,word reading,10,46,0.8749018224782521,0.14372227345469726
13,congruent,word reading,10,47,0.8818863642804828,0.13185642153086083
13,congruent,word reading,10,48,0.8867413260397532,0.12264388498413753
13,congruent,word reading,10,49,0.8952235327047832,0.11171897073638018
13,congruent,word reading,10,50,0.9020385547976817,0.1023567636650028
13,congruent,word reading,10,51,0.9116912566167015,0.09239955192099183
13,congruent,word reading,10,52,0.9212492794152441,0.08652615127191482
13,congruent,word reading,10,53,0.9298651433535882,0.0812263276852129
13,congruent,word reading,10,54,0.9352508804507357,0.07382000654411032
13,congruent,word reading,10,55,0.9428652640419088,0.06655291223396426
13,congruent,word reading,10,56,0.9475322791742662,0.06116468906467301
13,congruent,word reading,10,57,0.9535126543440129,0.05708593451319209
13,congruent,word reading,10,58,0.9545705885927965,0.054187486831585835
13,congruent,word reading,10,59,0.9596519928120498,0.04819518370032601
13,congruent,word reading,10,60,0.9629355500510972,0.042660918585789936
13,congruent,word reading,10,61,0.9679125230368526,0.037896229928008174
13,congruent,word reading,10,62,0.9710964902010167,0.0330508913085029
13,congruent,word reading,10,63,0.9740864936894115,0.03089210500571373
13,congruent,word reading,10,64,0.9757285428875933,0.027087592596383454
13,congruent,word reading,10,65,0.9782162160025505,0.02499101860148849
13,congruent,word reading,10,66,0.9803471175361301,0.02281756727309731
13,congruent,word reading,10,67,0.9823615980274782,0.020106053559021335
13,congruent,word reading,10,68,0.9834821603127287,0.017903593438611684
13,congruent,word reading,10,69,0.9847007644237608,0.01595377570071538
13,congruent,word reading,10,70,0.9858843505035305,0.014677661072359174
13,congruent,word reading,10,71,0.9877571629694895,0.014078740948611217
13,congruent,word reading,10,72,0.9884764503988855,0.012991963685983907
13,congruent,word reading,10,73,0.9891051996861769,0.01136954369726646
13,congruent,word reading,10,74,0.9900315283685714,0.010255030077985753
13,congruent,word reading,10,75,0.9910017868170863,0.009379569248832653
13,congruent,word reading,10,76,0.9919768952562792,0.00824630870049032
13,congruent,word reading,10,77,0.9925424302225045,0.0075355474429636676
13,congruent,word reading,10,78,0.9930329472518916,0.006887281258446938
13,congruent,word reading,10,79,0.9935332763989703,0.0062355518845825875
13,congruent,word reading,10,80,0.9942623521073161,0.005584990678044011
13,congruent,word reading,10,81,0.9946741572650994,0.004856588305181381
13,congruent,word reading,10,82,0.9951132342930359,0.004348438294641699
13,congruent,word reading,10,83,0.9955631293103396,0.003945740219856069
13,congruent,word reading,10,84,0.9962739260624374,0.003717817899883416
13,congruent,word reading,10,85,0.9965344209387536,0.0034822520033236113
13,congruent,word reading,10,86,0.9968851646920263,0.003159953806246583
13,congruent,word reading,10,87,0.9971419074716645,0.0028920333308782506
13,congruent,word reading,10,88,0.9974528381789927,0.002675891414318274
13,congruent,word reading,10,89,0.9975679539181788,0.0024385567728570294
13,congruent,word reading,10,90,0.9976903905724489,0.0021989833338299574
13,congruent,word reading,10,91,0.9978878398564718,0.0019414801165321173
13,congruent,word reading,10,92,0.9981795091694052,0.0018109928287335277
13,congruent,word reading,10,93,0.9983552046868092,0.0017169160333784044
13,congruent,word reading,10,94,0.9985189992825633,0.0016116511334566504
13,congruent,word reading,10,95,0.9986940688667648,0.0015278963871156255
13,congruent,word reading,10,96,0.9987817876919393,0.001418822266816301
13,congruent,word reading,10,97,0.9989397709316403,0.0013201807347351575
13,congruent,word reading,10,98,0.9989837745959805,0.0011839754815709555
13,congruent,word reading,10,99,0.9990483935434465,0.0011393805744249067
13,congruent,word reading,10,100,0.9991312206406533,0.0010255271312150929
13,congruent,word reading,10,101,0.9991819612703088,0.000996811902764617
